start,end,tournament,round,round_match_number,player1,player2,deck1,deck2,map,victor,victory,format,unknown_order,recorder,notes
2016-11-04,2016-12-01,RACE3,2,10,zhavier,cinder,MonoBlack,MonoWhite,,zhavier,timeout,forum,,charnel_mouse,
2016-11-10,2016-12-01,RACE3,3,5,Castanietzsche,cinder,MonoBlue,MonoBlack,,Castanietzsche,timeout,forum,,charnel_mouse,
2016-11-14,2016-12-01,RACE3,3,16,Hobusu,Lettucemode,MonoRed,[Disease]/Discipline/Fire,,Hobusu,normal,forum,,charnel_mouse,
2016-11-15,2016-12-01,RACE3,3,17,CarpeGuitarrem,Lettucemode,MonoGreen,[Disease]/Discipline/Fire,,Lettucemode,normal,forum,,charnel_mouse,"Technically a timeout, but played to completion the same day"
2016-11-18,2016-12-01,RACE3,4,13,Mooseknuckles,Marto,[Past]/Balance/Peace,MonoBlue,,Marto,timeout,forum,,charnel_mouse,
2016-11-23,2016-12-01,RACE3,5,4,Barrelfish,Hobusu,[Necromancy]/Blood/Growth,MonoGreen,,Barrelfish,normal,forum,,charnel_mouse,
2016-11-23,2016-12-01,RACE3,5,7,Barrelfish,CarpeGuitarrem,[Necromancy]/Blood/Growth,MonoGreen,,Barrelfish,timeout,forum,,charnel_mouse,
2016-11-28,2016-12-01,RACE3,5,8,Mooseknuckles,EricF,[Past]/Balance/Peace,[Demonology/Necromancy]/Bashing,,EricF,timeout,forum,,charnel_mouse,
2016-12-01,2016-12-04,RACE3,6,2,cstick,Marto,[Demonology]/Balance/Fire,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2016-12-01,2016-12-08,RACE3,6,1,EricF,Jadiel,[Demonology/Necromancy]/Bashing,MonoPurple,,EricF,normal,forum,,charnel_mouse,
2016-12-12,2016-12-15,CAFS16,10,1,EricF,FrozenStorm,PPA,PPA,,EricF,normal,forum,,charnel_mouse,"Final round in retrospect, due to disappearance of Marto"
2016-11-25,2016-12-20,CAFS16,8,1,Marto,EricF,Crashbarrow.dec,PPA,,EricF,timeout,forum,,charnel_mouse,Marto disappears from this round onwards
2016-11-28,2016-12-20,CAFS16,9,1,FrozenStorm,Marto,PPA,Crashbarrow.dec,,FrozenStorm,timeout,forum,,charnel_mouse,
2016-12-21,2016-12-22,CAWS16,1,2,petE,robinz,Miracle Grow,[Blood]/Feral/Present,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2016-12-21,2016-12-22,CAWS16,1,9,FrozenStorm,Jadiel,[Blood]/Growth/Strength,MonoBlack,,Jadiel,normal,forum,,charnel_mouse,
2016-12-23,2016-12-26,CAWS16,1,6,Legion,cstick,PPA,[Demonology]/Balance/Fire,,cstick,normal,forum,,charnel_mouse,
2016-12-22,2016-12-27,CAWS16,1,4,neigutten,Eijolend,[Disease]/Law/Truth,MonoGreen,,neigutten,normal,forum,,charnel_mouse,
2016-12-21,2016-12-30,CAWS16,1,8,zhavier,Alhazard,Crashbarrow.dec,Nightmare,,zhavier,normal,forum,,charnel_mouse,
2016-12-26,2016-12-31,CAWS16,1,7,PointyFinger,Barrelfish,MonoBlack,[Necromancy]/Blood/Growth,,PointyFinger,normal,forum,,charnel_mouse,
2016-12-22,2016-12-31,CAWS16,1,10,Zejety,Mooseknuckles,[Discipline/Strength]/Finesse,[Growth]/Necromancy/Strength,,Zejety,normal,forum,,charnel_mouse,Feature match for the round
2016-12-29,2016-12-31,CAWS16,2,3,Legion,neigutten,PPA,[Disease]/Law/Truth,,Legion,normal,forum,,charnel_mouse,
2016-12-23,2017-01-03,CAWS16,1,3,ARMed_PIrate,EricF,[Blood]/Demonology/Strength,PPA,,ARMed_PIrate,normal,forum,,charnel_mouse,
2016-12-29,2017-01-04,CAWS16,2,9,Eijolend,FrozenStorm,MonoGreen,[Blood]/Growth/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-01-03,2017-01-05,CAWS16,1,5,Shax,Castanietzsche,MonoRed,[Bashing]/Balance/Growth,,Castanietzsche,normal,forum,,charnel_mouse,
2016-12-30,2017-01-05,CAWS16,2,6,Jadiel,ARMed_PIrate,MonoBlack,[Blood]/Demonology/Strength,,Jadiel,normal,forum,,charnel_mouse,
2016-12-29,2017-01-05,CAWS16,2,10,EricF,zhavier,PPA,Crashbarrow.dec,,zhavier,normal,forum,,charnel_mouse,Feature match for the round
2017-01-04,2017-01-05,CAWS16,3,7,robinz,Legion,[Blood]/Feral/Present,PPA,,Legion,normal,forum,,charnel_mouse,"Legion only paid 2 gold for Tech II, but EricF judged this as not badly damaging the game state. EricF is much better at this game than me, so I've deferred to his judgement and kept this as normal victory rather than forfeit."
2017-01-03,2017-01-06,CAWS16,2,7,Mooseknuckles,cstick,[Growth]/Necromancy/Strength,[Demonology]/Balance/Fire,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-01-04,2017-01-06,CAWS16,3,5,EricF,neigutten,PPA,[Disease]/Law/Truth,,EricF,normal,forum,,charnel_mouse,
2016-12-29,2017-01-07,CAWS16,2,5,Castanietzsche,Barrelfish,[Bashing]/Balance/Growth,[Necromancy]/Blood/Growth,,Castanietzsche,normal,forum,,charnel_mouse,
2017-01-04,2017-01-07,CAWS16,3,2,PointyFinger,Jadiel,MonoBlack,MonoBlack,,Jadiel,normal,forum,,charnel_mouse,
2017-01-04,2017-01-08,CAWS16,3,10,ARMed_PIrate,petE,[Blood]/Demonology/Strength,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"Feature match for the round; petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-01-09,2017-01-09,CAWS16,1,1,mdn1111,PiHalbe,[Feral]/Strength/Truth,MonoBlack,,PiHalbe,timeout,forum,,charnel_mouse,"Thread never started, games against mdn1111 counted as byes"
2017-01-09,2017-01-09,CAWS16,2,1,mdn1111,PointyFinger,[Feral]/Strength/Truth,MonoBlack,,PointyFinger,timeout,forum,,charnel_mouse,"Thread never started, games against mdn1111 counted as byes"
2017-01-02,2017-01-09,CAWS16,2,2,PiHalbe,Zejety,MonoBlack,[Discipline/Strength]/Finesse,,PiHalbe,normal,forum,,charnel_mouse,
2016-12-28,2017-01-09,CAWS16,2,8,robinz,Shax,[Blood]/Feral/Present,MonoRed,,Shax,normal,forum,,charnel_mouse,
2017-01-05,2017-01-09,CAWS16,3,3,cstick,zhavier,[Demonology]/Balance/Fire,Crashbarrow.dec,,zhavier,normal,forum,,charnel_mouse,
2017-01-09,2017-01-09,CAWS16,3,9,Eijolend,mdn1111,MonoGreen,[Feral]/Strength/Truth,,Eijolend,timeout,forum,,charnel_mouse,"Thread never started, games against mdn1111 counted as byes"
2016-12-31,2017-01-10,CAWS16,2,4,Alhazard,petE,Nightmare,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-01-09,2017-01-10,CAWS16,3,4,Shax,Zejety,MonoRed,[Discipline/Strength]/Finesse,,Shax,normal,forum,,charnel_mouse,
2017-01-09,2017-01-12,CAWS16,3,6,Mooseknuckles,FrozenStorm,[Growth]/Necromancy/Strength,[Blood]/Growth/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-01-11,2017-01-12,CAWS16,4,6,cstick,EricF,[Demonology]/Balance/Fire,PPA,,EricF,normal,forum,,charnel_mouse,
2017-01-05,2017-01-14,CAWS16,3,1,Castanietzsche,PiHalbe,[Bashing]/Balance/Growth,MonoBlack,,Castanietzsche,normal,forum,,charnel_mouse,
2017-01-11,2017-01-14,CAWS16,4,4,Mooseknuckles,Legion,[Growth]/Necromancy/Strength,PPA,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-01-12,2017-01-15,CAWS16,4,5,neigutten,Zejety,[Disease]/Law/Truth,[Discipline/Strength]/Finesse,,Zejety,normal,forum,,charnel_mouse,
2017-01-11,2017-01-15,CAWS16,4,7,Eijolend,ARMed_PIrate,MonoGreen,[Blood]/Demonology/Strength,,Eijolend,normal,forum,,charnel_mouse,
2017-01-13,2017-01-16,CAWS16,4,3,Shax,PointyFinger,MonoRed,MonoBlack,,Shax,normal,forum,,charnel_mouse,
2017-01-11,2017-01-17,CAWS16,4,1,petE,PiHalbe,Miracle Grow,MonoBlack,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-01-12,2017-01-17,CAWS16,4,2,FrozenStorm,Castanietzsche,[Blood]/Growth/Strength,[Bashing]/Balance/Growth,,Castanietzsche,normal,forum,,charnel_mouse,
2017-01-12,2017-01-17,CAWS16,4,8,zhavier,Jadiel,Crashbarrow.dec,MonoBlack,,zhavier,normal,forum,,charnel_mouse,Feature match for the round
2017-01-04,2017-01-18,CAWS16,3,8,Barrelfish,Alhazard,[Necromancy]/Blood/Growth,Nightmare,,Alhazard,timeout,forum,,charnel_mouse,
2017-01-18,2017-01-20,CAWS16,5,2,Jadiel,Castanietzsche,MonoBlack,[Bashing]/Balance/Growth,,Jadiel,normal,forum,,charnel_mouse,
2017-01-18,2017-01-20,CAWS16,5,5,Zejety,Legion,[Discipline/Strength]/Finesse,PPA,,Legion,normal,forum,,charnel_mouse,
2017-01-18,2017-01-20,CAWS16,5,6,EricF,Mooseknuckles,PPA,[Growth]/Necromancy/Strength,,EricF,normal,forum,,charnel_mouse,
2017-01-18,2017-01-23,CAWS16,5,7,FrozenStorm,PointyFinger,[Blood]/Growth/Strength,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,Feature match for the round
2017-01-18,2017-01-24,CAWS16,5,1,zhavier,petE,Crashbarrow.dec,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-01-18,2017-01-25,CAWS16,5,4,PiHalbe,Eijolend,MonoBlack,MonoGreen,,Eijolend,normal,forum,,charnel_mouse,
2017-01-21,2017-01-27,CAWS16,5,3,Alhazard,Shax,Nightmare,MonoRed,,Alhazard,normal,forum,,charnel_mouse,
2017-01-25,2017-01-27,CAWS16,6,1,Castanietzsche,zhavier,[Bashing]/Balance/Growth,Crashbarrow.dec,,zhavier,normal,forum,,charnel_mouse,
2017-01-25,2017-01-30,CAWS16,6,3,Legion,FrozenStorm,PPA,[Blood]/Growth/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-01-30,2017-02-01,CAWS16,6,5,Jadiel,petE,MonoBlack,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"Jadiel drops after this round; Featured match for the round; petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-01-25,2017-02-07,CAWS16,6,2,Eijolend,Shax,MonoGreen,MonoRed,,Eijolend,normal,forum,,charnel_mouse,
2017-02-07,2017-02-07,LLL2,1,5,jalias,EricF,[Bashing]/Discipline/Ninjitsu,[Growth]/Anarchy/Strength,,EricF,normal,forum,,charnel_mouse,
2017-01-27,2017-02-08,CAWS16,6,4,Alhazard,EricF,Nightmare,PPA,,EricF,timeout,forum,,charnel_mouse,"Declared on time first, although Alhazard later stated they were fine with conceding."
2017-02-08,2017-02-08,CAWS16,7,3,FrozenStorm,EricF,[Blood]/Growth/Strength,PPA,,EricF,normal,forum,,charnel_mouse,
2017-02-06,2017-02-08,LLL2,1,7,Zejety,Shax,Crashbarrow.dec,[Bashing]/Discipline/Ninjitsu,,Zejety,normal,forum,,charnel_mouse,
2017-02-07,2017-02-10,LLL2,1,6,Shadow_Night_Black,zhavier,[Blood]/Growth/Strength,[Finesse]/Peace/Truth,,zhavier,normal,forum,,charnel_mouse,
2017-02-07,2017-02-11,CAWS16,7,2,zhavier,Eijolend,Crashbarrow.dec,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2017-02-08,2017-02-13,LLL2,1,1,Mooseknuckles,robinz,[Past]/Finesse/Peace,[Feral]/Strength/Truth,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-02-04,2017-02-14,CAWS16,7,1,petE,Castanietzsche,Miracle Grow,[Bashing]/Balance/Growth,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-02-08,2017-02-15,LLL2,1,3,CarpeGuitarrem,Barrelfish,[Past]/Blood/Peace,[Balance]/Law/Present,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2017-02-13,2017-02-15,LLL2,2,2,FrozenStorm,Kaelii,[Necromancy]/Blood/Fire,[Finesse]/Discipline/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-02-14,2017-02-15,LLL2,2,7,Shax,Shadow_Night_Black,[Anarchy]/Balance/Growth,[Blood/Fire]/Bashing,,Shax,normal,forum,,charnel_mouse,
2017-02-06,2017-02-16,LLL2,1,4,petE,SamRS,PPA,[Past]/Disease/Strength,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2017-02-07,2017-02-17,LLL2,1,2,Kaelii,cstick,Miracle Grow,[Disease]/Discipline/Fire,,Kaelii,normal,forum,,charnel_mouse,
2017-02-16,2017-02-18,LLL2,2,1,SamRS,Mooseknuckles,[Past/Present]/Blood,[Strength]/Disease/Past,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-02-14,2017-02-18,LLL2,2,3,Barrelfish,Zejety,[Past]/Discipline/Peace,[Balance]/Law/Peace,,Zejety,normal,forum,,charnel_mouse,
2017-02-13,2017-02-19,LLL2,2,6,robinz,jalias,[Present]/Necromancy/Truth,[Present]/Finesse/Peace,,jalias,normal,forum,,charnel_mouse,
2017-02-14,2017-02-20,CAWS16,8,1,EricF,petE,PPA,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-02-13,2017-02-21,LLL2,2,4,EricF,CarpeGuitarrem,[Past]/Blood/Peace,[Blood]/Growth/Strength,,EricF,normal,forum,,charnel_mouse,
2017-02-14,2017-02-21,LLL2,2,5,zhavier,petE,[Past]/Finesse/Peace,[Past]/Balance/Peace,,zhavier,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2017-02-20,2017-02-21,LLL2,3,3,zhavier,FrozenStorm,[Necromancy]/Blood/Growth,[Past]/Blood/Necromancy,,FrozenStorm,normal,forum,,charnel_mouse,
2017-02-20,2017-02-21,LLL2,3,5,cstick,jalias,[Past]/Disease/Strength,[Past]/Blood/Necromancy,,jalias,normal,forum,,charnel_mouse,
2017-02-21,2017-02-23,LLL2,3,1,Mooseknuckles,EricF,[Balance]/Law/Peace,[Necromancy]/Blood/Fire,,EricF,normal,forum,,charnel_mouse,
2017-02-21,2017-02-24,LLL2,3,7,Shadow_Night_Black,robinz,[Necromancy]/Blood/Growth,[Feral]/Strength/Truth,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-02-21,2017-02-25,LLL2,3,4,Kaelii,Shax,[Past]/Blood/Necromancy,PPA,,Kaelii,normal,forum,,charnel_mouse,
2017-02-21,2017-02-27,CAWS16,9,1,petE,zhavier,Miracle Grow,Crashbarrow.dec,,petE,forfeit,forum,,charnel_mouse,"petE played incorrectly during this tournament, and later had his match records removed; I record the victor, but count the victory type as a forfeit, to reflect this."
2017-02-27,2017-02-27,LLL2,4,1,EricF,FrozenStorm,[Balance]/Law/Peace,[Growth]/Anarchy/Strength,,EricF,normal,forum,,charnel_mouse,
2017-02-27,2017-02-28,LLL2,4,6,cstick,Shadow_Night_Black,[Feral]/Blood/Peace,[Anarchy]/Balance/Growth,,cstick,normal,forum,,charnel_mouse,
2017-02-21,2017-03-01,LLL2,3,2,CarpeGuitarrem,Zejety,[Past]/Law/Peace,[Future]/Anarchy/Growth,,Zejety,normal,forum,,charnel_mouse,
2017-02-27,2017-03-01,LLL2,4,2,Zejety,Kaelii,[Finesse]/Peace/Truth,[Peace/Truth]/Finesse,,Kaelii,normal,forum,,charnel_mouse,
2017-03-01,2017-03-01,LLL2,4,5,SamRS,Shax,[Past/Present]/Blood,[Strength]/Disease/Past,,Shax,timeout,forum,,charnel_mouse,"Thread not started, SamRS drops"
2017-02-20,2017-03-02,LLL2,3,6,Barrelfish,SamRS,[Disease]/Law/Truth,[Past]/Blood/Peace,,Barrelfish,normal,forum,,charnel_mouse,SamRS drops after this
2017-02-27,2017-03-05,LLL2,4,3,zhavier,CarpeGuitarrem,[Strength]/Disease/Past,[Necromancy]/Blood/Fire,,zhavier,normal,forum,,charnel_mouse,
2017-02-27,2017-03-05,LLL2,4,4,jalias,Mooseknuckles,[Disease]/Law/Truth,[Past]/Disease/Strength,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-02-27,2017-03-05,LLL2,4,7,robinz,Barrelfish,[Future]/Anarchy/Growth,[Past]/Finesse/Peace,,Barrelfish,normal,forum,,charnel_mouse,
2017-03-08,2017-03-10,LLL2,5,2,Kaelii,FrozenStorm,PPA,[Discipline]/Blood/Truth,,FrozenStorm,normal,forum,,charnel_mouse,
2017-03-08,2017-03-13,LLL2,5,1,EricF,Zejety,[Blood]/Growth/Strength,[Necromancy]/Blood/Fire,,Zejety,normal,forum,,charnel_mouse,
2017-03-13,2017-03-15,LLL2,6,1,FrozenStorm,Zejety,[Past]/Finesse/Peace,[Finesse]/Discipline/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-03-20,2017-03-21,CAPS17,1,2,NikoBolas,cstick,MonoWhite,[Feral]/Anarchy/Necromancy,,cstick,normal,forum,,charnel_mouse,
2017-03-20,2017-03-21,CAPS17,1,7,EricF,payprplayn,[Peace]/Anarchy/Balance,[Necromancy]/Blood/Law,,EricF,normal,forum,,charnel_mouse,
2017-03-20,2017-03-23,CAPS17,1,5,Hobusu,Jadiel,Miracle Grow,[Feral]/Future/Truth,,Jadiel,normal,forum,,charnel_mouse,
2017-03-20,2017-03-23,CAPS17,1,6,Shadow_Night_Black,Kaelii,[Balance/Growth]/Finesse,[Finesse]/Discipline/Ninjitsu,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-03-25,2017-03-27,CAPS17,1,9,Bob199,Penatronic,[Strength]/Blood/Finesse,[Present]/Blood/Peace,,Bob199,normal,forum,,charnel_mouse,
2017-03-21,2017-03-28,CAPS17,1,1,FrozenStorm,petE,Nightmare,Miracle Grow,,petE,normal,forum,,charnel_mouse,
2017-03-20,2017-03-28,CAPS17,1,8,robinz,Shax,[Discipline]/Fire/Truth,MonoBlue,,Shax,normal,forum,,charnel_mouse,
2017-03-27,2017-03-28,CAPS17,2,2,zhavier,Shadow_Night_Black,Miracle Grow,[Balance/Growth]/Finesse,,zhavier,normal,forum,,charnel_mouse,
2017-03-27,2017-03-28,CAPS17,2,3,cstick,Bob199,[Feral]/Anarchy/Necromancy,[Strength]/Blood/Finesse,,Bob199,normal,forum,,charnel_mouse,
2017-03-28,2017-03-29,CAPS17,2,1,Jadiel,EricF,[Feral]/Future/Truth,[Peace]/Anarchy/Balance,,Jadiel,normal,forum,,charnel_mouse,
2017-03-27,2017-03-29,CAPS17,2,8,payprplayn,FrozenStorm,[Necromancy]/Blood/Law,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-03-27,2017-03-30,CAPS17,1,3,Mooseknuckles,zhavier,[Growth]/Necromancy/Strength,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2017-03-27,2017-03-31,CAPS17,2,7,Penatronic,robinz,[Present]/Blood/Peace,[Discipline]/Fire/Truth,,Penatronic,normal,forum,,charnel_mouse,
2017-03-21,2017-04-01,CAPS17,1,4,Barrelfish,ARMed_PIrate,[Finesse]/Law/Present,MonoRed,,ARMed_PIrate,normal,forum,,charnel_mouse,
2017-04-02,2017-04-02,CAPS17,2,6,ARMed_PIrate,NikoBolas,MonoRed,MonoWhite,,NikoBolas,normal,face-to-face,,charnel_mouse,"Played face-to-face, result posted on forum with play notes"
2017-03-28,2017-04-03,CAPS17,2,4,petE,Mooseknuckles,Miracle Grow,[Growth]/Necromancy/Strength,,petE,normal,forum,,charnel_mouse,petE drops out after this
2017-04-03,2017-04-04,CAPS17,3,1,FrozenStorm,cstick,Nightmare,[Feral]/Anarchy/Necromancy,,FrozenStorm,normal,forum,,charnel_mouse,
2017-04-03,2017-04-05,CAPS17,3,4,EricF,ARMed_PIrate,[Peace]/Anarchy/Balance,MonoRed,,EricF,normal,forum,,charnel_mouse,
2017-03-29,2017-04-06,CAPS17,2,9,Kaelii,Hobusu,[Finesse]/Discipline/Ninjitsu,Miracle Grow,,Hobusu,timeout,forum,,charnel_mouse,
2017-04-03,2017-04-06,CAPS17,3,2,zhavier,Jadiel,Miracle Grow,[Feral]/Future/Truth,,zhavier,normal,forum,,charnel_mouse,
2017-04-04,2017-04-06,CAPS17,3,3,Bob199,Shax,[Strength]/Blood/Finesse,MonoBlue,,Bob199,normal,forum,,charnel_mouse,Shax drops early in the next round after being assigned match number 6 vs. Hobusu
2017-04-03,2017-04-06,CAPS17,3,8,payprplayn,robinz,[Necromancy]/Blood/Law,[Discipline]/Fire/Truth,,payprplayn,normal,forum,,charnel_mouse,
2017-04-04,2017-04-07,CAPS17,3,7,Hobusu,NikoBolas,Miracle Grow,MonoWhite,,NikoBolas,normal,forum,,charnel_mouse,
2017-04-03,2017-04-10,CAPS17,3,6,Penatronic,Kaelii,[Present]/Blood/Peace,[Finesse]/Discipline/Ninjitsu,,Penatronic,timeout,forum,,charnel_mouse,
2017-04-10,2017-04-10,CAPS17,4,3,NikoBolas,EricF,MonoWhite,[Peace]/Anarchy/Balance,,EricF,normal,forum,,charnel_mouse,
2017-04-10,2017-04-11,CAPS17,4,5,cstick,ARMed_PIrate,[Feral]/Anarchy/Necromancy,MonoRed,,cstick,normal,forum,,charnel_mouse,
2017-04-10,2017-04-13,CAPS17,4,1,Bob199,zhavier,[Strength]/Blood/Finesse,Miracle Grow,,Bob199,normal,forum,,charnel_mouse,
2017-04-12,2017-04-13,CAPS17,4,7,Mooseknuckles,payprplayn,[Growth]/Necromancy/Strength,[Necromancy]/Blood/Law,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-04-10,2017-04-15,CAPS17,4,2,Jadiel,FrozenStorm,[Feral]/Future/Truth,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-03-28,2017-04-17,CAPS17,2,5,Shax,Barrelfish,MonoBlue,[Finesse]/Law/Present,,Barrelfish,timeout,forum,,charnel_mouse,
2017-04-04,2017-04-19,CAPS17,3,5,Barrelfish,Shadow_Night_Black,[Finesse]/Law/Present,[Balance/Growth]/Finesse,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-04-13,2017-04-19,CAPS17,4,4,Shadow_Night_Black,Penatronic,[Balance/Growth]/Finesse,[Present]/Blood/Peace,,Penatronic,normal,forum,,charnel_mouse,
2017-04-17,2017-04-19,CAPS17,5,6,NikoBolas,Mooseknuckles,MonoWhite,[Growth]/Necromancy/Strength,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-04-17,2017-04-20,CAPS17,5,2,FrozenStorm,Bob199,Nightmare,[Strength]/Blood/Finesse,,FrozenStorm,normal,forum,,charnel_mouse,
2017-04-17,2017-04-20,CAPS17,5,4,Shadow_Night_Black,Jadiel,[Balance/Growth]/Finesse,[Feral]/Future/Truth,,Jadiel,normal,forum,,charnel_mouse,
2017-04-17,2017-04-21,CAPS17,5,1,zhavier,EricF,Miracle Grow,[Peace]/Anarchy/Balance,,EricF,normal,forum,,charnel_mouse,
2017-04-17,2017-04-23,CAPS17,5,5,cstick,Hobusu,[Feral]/Anarchy/Necromancy,Miracle Grow,,cstick,timeout,forum,,charnel_mouse,"Considered to be strongly in cstick's favour, but I'm keeping it out of matchup analysis to be safe"
2017-04-17,2017-04-24,CAPS17,5,3,Penatronic,Barrelfish,[Present]/Blood/Peace,[Finesse]/Law/Present,,Penatronic,normal,forum,,charnel_mouse,
2017-04-24,2017-04-25,CAPS17,6,1,Mooseknuckles,Jadiel,[Growth]/Necromancy/Strength,[Feral]/Future/Truth,,Mooseknuckles,normal,forum,,charnel_mouse,
2017-04-24,2017-04-26,CAPS17,6,3,EricF,Bob199,[Peace]/Anarchy/Balance,[Strength]/Blood/Finesse,,EricF,normal,forum,,charnel_mouse,
2017-04-24,2017-04-28,CAPS17,6,2,Penatronic,FrozenStorm,[Present]/Blood/Peace,Nightmare,,Penatronic,normal,forum,,charnel_mouse,
2017-04-25,2017-04-30,CAPS17,6,4,cstick,zhavier,[Feral]/Anarchy/Necromancy,Miracle Grow,,cstick,normal,forum,,charnel_mouse,
2017-04-28,2017-05-08,CAPS17,7,1,EricF,Penatronic,[Peace]/Anarchy/Balance,[Present]/Blood/Peace,,Penatronic,normal,forum,,charnel_mouse,
2017-04-28,2017-05-08,CAPS17,7,3,Bob199,cstick,[Strength]/Blood/Finesse,[Feral]/Anarchy/Necromancy,,Bob199,timeout,forum,,charnel_mouse,
2017-04-28,2017-05-10,CAPS17,7,2,FrozenStorm,Mooseknuckles,Nightmare,[Growth]/Necromancy/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-05-09,2017-05-11,CAPS17,8,1,Penatronic,Bob199,[Present]/Blood/Peace,[Strength]/Blood/Finesse,,Bob199,normal,forum,,charnel_mouse,
2017-05-11,2017-05-17,CAPS17,8,2,FrozenStorm,EricF,Nightmare,[Peace]/Anarchy/Balance,,FrozenStorm,normal,forum,,charnel_mouse,
2017-05-17,2017-05-19,CAPS17,9,1,FrozenStorm,Penatronic,Nightmare,[Present]/Blood/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2017-05-19,2017-05-22,CAPS17,10,1,Bob199,FrozenStorm,[Strength]/Blood/Finesse,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-06-09,2017-06-12,MMM1,1,4,zhavier,EricF,MonoGreen,MonoWhite,,EricF,normal,forum,,charnel_mouse,
2017-06-12,2017-06-13,MMM1,2,4,EricF,zhavier,MonoWhite,MonoGreen,,EricF,normal,forum,,charnel_mouse,
2017-06-14,2017-06-15,MMM1,3,4,EricF,zhavier,MonoWhite,MonoGreen,,EricF,normal,forum,,charnel_mouse,
2017-06-15,2017-06-15,MMM1,4,4,zhavier,EricF,MonoWhite,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2017-06-18,2017-06-20,MMM1,1,13,FrozenStorm,Bob199,MonoWhite,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-06-19,2017-06-20,MMM1,5,4,EricF,zhavier,MonoGreen,MonoWhite,,EricF,normal,forum,,charnel_mouse,
2017-06-20,2017-06-22,MMM1,6,4,zhavier,EricF,MonoWhite,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2017-06-20,2017-06-23,CAMS17,1,1,Bob199,EricF,[Past]/Growth/Strength,[Future]/Necromancy/Peace,,EricF,normal,forum,,charnel_mouse,
2017-06-22,2017-06-23,MMM1,7,4,EricF,zhavier,MonoWhite,MonoGreen,,EricF,normal,forum,,charnel_mouse,"Quoting EricF: 'I'll start as White, but you should feel free to cheat as much as needed with to give yourself good draws / the right techs. Just don't make decisions based on that ability...'"
2017-06-20,2017-06-24,CAMS17,1,4,zhavier,petE,[Discipline]/Anarchy/Present,[Discipline]/Blood/Necromancy,,zhavier,normal,forum,,charnel_mouse,
2017-06-21,2017-06-24,MMM1,2,13,FrozenStorm,Bob199,MonoWhite,MonoBlack,,Bob199,normal,forum,,charnel_mouse,
